catalog,model,calibrator,mean_pred,frac_pos,count
comcat_himalaya_m4,lightgbm,raw,0.00628,0.0,48
comcat_himalaya_m4,lightgbm,raw,0.0069,0.0,48
comcat_himalaya_m4,lightgbm,raw,0.00832,0.0,47
comcat_himalaya_m4,lightgbm,raw,0.00998,0.0,47
comcat_himalaya_m4,lightgbm,raw,0.15384,0.21277,47
comcat_himalaya_m4,lightgbm,raw,0.77631,0.78723,47
comcat_himalaya_m4,lightgbm,raw,0.82853,0.87234,47
comcat_himalaya_m4,lightgbm,raw,0.84648,0.97872,47
comcat_himalaya_m4,lightgbm,raw,0.86088,0.87234,47
comcat_himalaya_m4,lightgbm,raw,0.87406,0.91489,47
comcat_himalaya_m4,lightgbm,raw,0.88978,0.85106,47
comcat_himalaya_m4,lightgbm,raw,0.90265,0.95745,47
comcat_himalaya_m4,lightgbm,raw,0.91778,0.87234,47
comcat_himalaya_m4,lightgbm,raw,0.9322,0.85106,47
comcat_himalaya_m4,lightgbm,raw,0.9501,0.89362,47
comcat_himalaya_m4,lightgbm,platt,0.00279,0.0,48
comcat_himalaya_m4,lightgbm,platt,0.00311,0.0,48
comcat_himalaya_m4,lightgbm,platt,0.00383,0.0,47
comcat_himalaya_m4,lightgbm,platt,0.0047,0.0,47
comcat_himalaya_m4,lightgbm,platt,0.13718,0.21277,47
comcat_himalaya_m4,lightgbm,platt,0.76368,0.78723,47
comcat_himalaya_m4,lightgbm,platt,0.82395,0.87234,47
comcat_himalaya_m4,lightgbm,platt,0.84436,0.97872,47
comcat_himalaya_m4,lightgbm,platt,0.86056,0.87234,47
comcat_himalaya_m4,lightgbm,platt,0.87525,0.91489,47
comcat_himalaya_m4,lightgbm,platt,0.89255,0.85106,47
comcat_himalaya_m4,lightgbm,platt,0.90652,0.95745,47
comcat_himalaya_m4,lightgbm,platt,0.92267,0.87234,47
comcat_himalaya_m4,lightgbm,platt,0.93773,0.85106,47
comcat_himalaya_m4,lightgbm,platt,0.95584,0.89362,47
comcat_himalaya_m4,lightgbm,isotonic,0.0,0.0625,48
comcat_himalaya_m4,lightgbm,isotonic,0.0,0.0,48
comcat_himalaya_m4,lightgbm,isotonic,0.0,0.0,47
comcat_himalaya_m4,lightgbm,isotonic,0.0,0.0,47
comcat_himalaya_m4,lightgbm,isotonic,0.11912,0.14894,47
comcat_himalaya_m4,lightgbm,isotonic,0.82728,0.78723,47
comcat_himalaya_m4,lightgbm,isotonic,0.84246,0.89362,47
comcat_himalaya_m4,lightgbm,isotonic,0.90541,0.95745,47
comcat_himalaya_m4,lightgbm,isotonic,0.90541,0.91489,47
comcat_himalaya_m4,lightgbm,isotonic,0.90541,0.87234,47
comcat_himalaya_m4,lightgbm,isotonic,0.90541,0.89362,47
comcat_himalaya_m4,lightgbm,isotonic,0.90541,0.91489,47
comcat_himalaya_m4,lightgbm,isotonic,0.90541,0.89362,47
comcat_himalaya_m4,lightgbm,isotonic,0.90541,0.82979,47
comcat_himalaya_m4,lightgbm,isotonic,0.9305,0.89362,47
comcat_himalaya_m4,lightgbm,temperature,0.00462,0.0,48
comcat_himalaya_m4,lightgbm,temperature,0.00511,0.0,48
comcat_himalaya_m4,lightgbm,temperature,0.00623,0.0,47
comcat_himalaya_m4,lightgbm,temperature,0.00755,0.0,47
comcat_himalaya_m4,lightgbm,temperature,0.15242,0.21277,47
comcat_himalaya_m4,lightgbm,temperature,0.78902,0.78723,47
comcat_himalaya_m4,lightgbm,temperature,0.84174,0.87234,47
comcat_himalaya_m4,lightgbm,temperature,0.85953,0.97872,47
comcat_himalaya_m4,lightgbm,temperature,0.87367,0.87234,47
comcat_himalaya_m4,lightgbm,temperature,0.8865,0.91489,47
comcat_himalaya_m4,lightgbm,temperature,0.90166,0.85106,47
comcat_himalaya_m4,lightgbm,temperature,0.91395,0.95745,47
comcat_himalaya_m4,lightgbm,temperature,0.92822,0.87234,47
comcat_himalaya_m4,lightgbm,temperature,0.94162,0.85106,47
comcat_himalaya_m4,lightgbm,temperature,0.95793,0.89362,47
